method_id,project,file_path,startline,endline,method_loc,method_name,method_source,srp_score_llm,srp_label_llm,srp_confidence_llm,srp_notes_llm,ocp_score_llm,ocp_label_llm,ocp_confidence_llm,ocp_notes_llm,dip_score_llm,dip_label_llm,dip_confidence_llm,dip_notes_llm,overall_solid_score,overall_flags
systems/Projects/struts-main/core/src/main/java/org/apache/struts2/dispatcher/DefaultDispatcherErrorHandler.java:108-135,struts,systems/Projects/struts-main/core/src/main/java/org/apache/struts2/dispatcher/DefaultDispatcherErrorHandler.java,108,135,28,handleErrorInDevMode,"protected void handleErrorInDevMode (HttpServletResponse response, int code, Exception e) {
    LOG.debug (""Exception occurred during processing request: {}"", e.getMessage (), e);
    try {
        List < Throwable > chain = new ArrayList < > ();
        Throwable cur = e;
        do {
            chain.add (cur);
        }
        while ((cur = cur.getCause ()) != null);
        Writer writer = new StringWriter ();
        template.process (createReportData (e, chain), writer);
        response.setContentType (""text/html"");
        response.getWriter ().write (writer.toString ());
        response.getWriter ().close ();
    } catch (Exception exp) {
        try {
            LOG.debug (""Cannot show problem report!"", exp);
            response.sendError (code, ""Unable to show problem report:\n"" + exp + ""\n\n"" + LocationUtils.getLocation (exp));
        } catch (IOException ex) {
            LOG.warn (""Unable to send error response, code: {};"", code, ex);
        } catch (IllegalStateException ise) {
            LOG.warn (""Unable to send error response, code: {}; isCommited: {};"", code, response.isCommitted (), ise);
        }
    }
}",0,Violated,0.72,"Method mixes diagnostics/logging, report data construction, template rendering, and HTTP response writing/fallback handling.",1,Partial,0.55,"Some behavior is delegated, but changes to error-report format/transport or exception handling policy may require modifying this method; unclear if this is intended as a stable extension point.",2,Compliant,0.78,Method does not construct replaceable collaborators; dependencies are passed in (HttpServletResponse) or referenced as existing fields/utilities.,3,needs_more_context
systems/Projects/SolidLeaning/fitnesse/test/fitnesse/responders/run/SuiteResponderTest.java:533-550,fitnesse,systems/Projects/SolidLeaning/fitnesse/test/fitnesse/responders/run/SuiteResponderTest.java,533,550,18,normalSuiteRunProducesIndivualTestHistoryFile,"public void normalSuiteRunProducesIndivualTestHistoryFile () throws Exception {
    TestSummary counts = new TestSummary (1, 0, 0, 0);
    String resultsFileName = String.format (""%s/SuitePage.SlimTest/20081205141900_%d_%d_%d_%d.xml"", context.getTestHistoryDirectory (), counts.getRight (), counts.getWrong (), counts.getIgnores (), counts.getExceptions ());
    File xmlResultsFile = new File (resultsFileName);
    if (xmlResultsFile.exists ()) xmlResultsFile.delete ();
    addTestToSuite (""SlimTest"", simpleSlimDecisionTable);
    runSuite ();
    assertTrue (resultsFileName, xmlResultsFile.exists ());
    FileInputStream xmlResultsStream = new FileInputStream (xmlResultsFile);
    XmlUtil.newDocument (xmlResultsStream);
    xmlResultsStream.close ();
    xmlResultsFile.delete ();
}",0,Violated,0.85,"Method combines multiple concerns (construct expected path, manage file lifecycle, run suite, assert, parse XML).",1,Partial,0.55,"No multi-branch variant logic, but hard-coded formatting/policy suggests modification risk if output naming changes.",0,Violated,0.8,Method is tightly coupled to java.io filesystem/stream implementations rather than abstractions.,1,
systems/Projects/hibernate-orm-main/hibernate-core/src/main/java/org/hibernate/engine/internal/ImmutableEntityEntry.java:107-127,hibernate-orm,systems/Projects/hibernate-orm-main/hibernate-core/src/main/java/org/hibernate/engine/internal/ImmutableEntityEntry.java,107,127,21,deserialize,"public static EntityEntry deserialize (ObjectInputStream ois, PersistenceContext persistenceContext) throws IOException, ClassNotFoundException {
    String previousStatusString;
    return new ImmutableEntityEntry (persistenceContext.getSession ().getFactory (), (String) ois.readObject (), ois.readObject (), Status.valueOf ((String) ois.readObject ()), (previousStatusString = (String) ois.readObject ()).length () == 0 ? null : Status.valueOf (previousStatusString), (Object []) ois.readObject (), (Object []) ois.readObject (), ois.readObject (), LockMode.valueOf ((String) ois.readObject ()), ois.readBoolean (), ois.readBoolean (), null);
}",2,Compliant,0.72,,2,Compliant,0.66,,1,Partial,0.55,Instantiation is of a domain type; without broader context it's unclear whether this represents a replaceable dependency or simply object reconstruction.,5,needs_more_context
systems/Projects/struts-main/plugins/tiles/src/test/java/org/apache/tiles/el/ELAttributeEvaluatorTest.java:103-135,struts,systems/Projects/struts-main/plugins/tiles/src/test/java/org/apache/tiles/el/ELAttributeEvaluatorTest.java,103,135,33,testEvaluate,"public void testEvaluate () {
    Attribute attribute = new Attribute ();
    attribute.setExpressionObject (new Expression (""${requestScope.object1}""));
    assertEquals (""The value is not correct"", ""value"", evaluator.evaluate (attribute, request));
    attribute.setExpressionObject (new Expression (""${sessionScope.object2}""));
    assertEquals (""The value is not correct"", 1, evaluator.evaluate (attribute, request));
    attribute.setExpressionObject (new Expression (""${applicationScope.object3}""));
    assertEquals (""The value is not correct"", 2.0F, evaluator.evaluate (attribute, request));
    attribute.setExpressionObject (new Expression (""${object1}""));
    assertEquals (""The value is not correct"", ""value"", evaluator.evaluate (attribute, request));
    attribute.setExpressionObject (new Expression (""${object2}""));
    assertEquals (""The value is not correct"", 1, evaluator.evaluate (attribute, request));
    attribute.setExpressionObject (new Expression (""${object3}""));
    assertEquals (""The value is not correct"", 2.0F, evaluator.evaluate (attribute, request));
    attribute.setExpressionObject (new Expression (""${paulaBean.paula}""));
    assertEquals (""The value is not correct"", ""Brillant"", evaluator.evaluate (attribute, request));
    attribute.setExpressionObject (new Expression (""String literal""));
    assertEquals (""The value is not correct"", ""String literal"", evaluator.evaluate (attribute, request));
    attribute.setValue (2);
    assertEquals (""The value is not correct"", 2, evaluator.evaluate (attribute, request));
    attribute.setValue (""${object1}"");
    assertEquals (""The value has been evaluated"", ""${object1}"", evaluator.evaluate (attribute, request));
}",2,Compliant,0.85,,2,Compliant,0.75,,1,Partial,0.55,"Instantiation may be acceptable for DTO/value types in tests, but method-level context cannot confirm whether Attribute/Expression are purely value objects.",5,needs_more_context
systems/Projects/jmeter-master/src/jorphan/src/main/java/org/apache/jorphan/gui/MenuScroller.java:585-598,jmeter,systems/Projects/jmeter-master/src/jorphan/src/main/java/org/apache/jorphan/gui/MenuScroller.java,585,598,14,setMenuItems,"private void setMenuItems () {
    menuItems = menu.getComponents ();
    if (keepVisibleIndex >= topFixedCount && keepVisibleIndex <= menuItems.length - bottomFixedCount && (keepVisibleIndex > firstIndex + scrollCount || keepVisibleIndex < firstIndex)) {
        firstIndex = Math.min (firstIndex, keepVisibleIndex);
        firstIndex = Math.max (firstIndex, keepVisibleIndex - scrollCount + 1);
    }
    if (menuItems.length > topFixedCount + scrollCount + bottomFixedCount) {
        refreshMenu ();
    }
}",2,Compliant,0.72,Method appears focused on synchronizing menuItems/scroll window state and refreshing when needed.,2,Compliant,0.7,Control flow is simple and does not encode multiple behavioral variants.,2,Compliant,0.78,No method-level signals of tight coupling via direct instantiation or global singletons.,6,
systems/Projects/SolidLeaning/fitnesse/test/fitnesse/responders/testHistory/ExecutionLogResponderTest.java:24-30,fitnesse,systems/Projects/SolidLeaning/fitnesse/test/fitnesse/responders/testHistory/ExecutionLogResponderTest.java,24,30,7,setUp,"public void setUp () throws IOException {
    resultsDirectory = new File (""testHistoryDirectory"");
    removeResultsDirectory ();
    resultsDirectory.mkdir ();
    context = FitNesseUtil.makeTestContext ();
}",1,Partial,0.55,"Likely a test fixture setup method, but cohesion depends on the broader test class responsibilities.",1,Partial,0.6,"No clear extensibility point is encoded here; change risk mainly from hard-coded configuration, but context is limited.",1,Partial,0.55,"In a test setup, these may be acceptable; without class context it's unclear whether these are intended replaceable dependencies.",3,needs_more_context
systems/Projects/commons-lang-master/src/test/java/org/apache/commons/lang3/ValidateTest.java:537-539,commons-lang,systems/Projects/commons-lang-master/src/test/java/org/apache/commons/lang3/ValidateTest.java,537,539,3,shouldNotThrowExceptionWhenValueIsBetweenBounds,"void shouldNotThrowExceptionWhenValueIsBetweenBounds () {
    Validate.inclusiveBetween (LOWER_BOUND, UPPER_BOUND, 2);
}",2,Compliant,0.9,,2,Compliant,0.85,,2,Compliant,0.8,,6,
systems/Projects/junit5-main/junit-platform-launcher/src/main/java/org/junit/platform/launcher/core/ServiceLoaderTestEngineRegistry.java:39-42,junit5,systems/Projects/junit5-main/junit-platform-launcher/src/main/java/org/junit/platform/launcher/core/ServiceLoaderTestEngineRegistry.java,39,42,4,getLogger,"private static Logger getLogger () {
    return LoggerFactory.getLogger (ServiceLoaderTestEngineRegistry.class);
}",2,Compliant,0.9,,2,Compliant,0.85,,1,Partial,0.55,"needs_more_context: Whether LoggerFactory is an abstraction boundary in this codebase (e.g., facade) or a replaceable dependency cannot be determined from this method alone.",5,needs_more_context
systems/Projects/jmeter-master/src/functions/src/main/java/org/apache/jmeter/functions/Jexl3Function.java:114-124,jmeter,systems/Projects/jmeter-master/src/functions/src/main/java/org/apache/jmeter/functions/Jexl3Function.java,114,124,11,createJexlEngine,"private static JexlEngine createJexlEngine () {
    return new JexlBuilder ().cache (512).silent (true).strict (true).debug (false).create ();
}",2,Compliant,0.9,,1,Partial,0.55,Configuration is embedded in the method; whether this is an extensibility concern depends on broader usage and configuration mechanisms.,0,Violated,0.75,,3,needs_more_context
systems/Projects/SolidLeaning/fitnesse/src/fitnesse/responders/testHistory/PageHistoryResponder.java:125-141,fitnesse,systems/Projects/SolidLeaning/fitnesse/src/fitnesse/responders/testHistory/PageHistoryResponder.java,125,141,17,generateHtmlTestExecutionResponse,"private Response generateHtmlTestExecutionResponse (Request request, TestExecutionReport report) throws Exception {
    page.setTitle (""Test Execution Report"");
    page.setNavTemplate (""viewNav"");
    page.put (""viewLocation"", request.getResource ());
    page.put (""testExecutionReport"", report);
    if (! report.getExecutionLogs ().isEmpty ()) {
        page.put (""resultDate"", dateFormat.format (report.getDate ()));
    }
    page.put (""ExecutionResult"", ExecutionResult.class);
    page.setMainTemplate (""testExecutionReport"");
    page.setErrorNavTemplate (""errorNavigator"");
    String tags = report.getResults ().get (0).getTags ();
    PageTitle pageTitle = new PageTitle (""Test History"", PathParser.parse (request.getResource ()), tags);
    page.setPageTitle (pageTitle);
    return makeResponse (request);
}",1,Partial,0.55,"Appears to build/configure an HTML response, but whether these steps are a single cohesive responsibility depends on the surrounding class/page abstraction.",2,Compliant,0.7,No switch/else-if chains or repeated variant branches; change risk from hard-coded template strings exists but does not structurally encode multiple variants.,1,Partial,0.55,Cannot determine from the method alone whether PageTitle/PathParser are simple value/helpers (acceptable) or replaceable collaborators (would be tighter coupling).,4,needs_more_context
systems/Projects/jmeter-master/src/protocol/jdbc/src/main/java/org/apache/jmeter/protocol/jdbc/AbstractJDBCTestElement.java:163-239,jmeter,systems/Projects/jmeter-master/src/protocol/jdbc/src/main/java/org/apache/jmeter/protocol/jdbc/AbstractJDBCTestElement.java,163,239,77,execute,"protected byte [] execute (Connection conn, SampleResult sample) throws SQLException, IOException, UnsupportedOperationException {
    log.debug (""executing jdbc:{}"", getQuery ());
    String currentQueryType = getQueryType ();
    if (SELECT.equals (currentQueryType)) {
        try (Statement stmt = conn.createStatement ()) {
            setQueryTimeout (stmt, getIntegerQueryTimeout ());
            configureMaxRows (stmt);
            ResultSet rs = null;
            try {
                rs = stmt.executeQuery (getQuery ());
                sample.latencyEnd ();
                return getStringFromResultSet (rs).getBytes (ENCODING);
            } finally {
                close (rs);
            }
        }
    }
    else if (CALLABLE.equals (currentQueryType)) {
        try (CallableStatement cstmt = getCallableStatement (conn)) {
            int [] out = setArguments (cstmt);
            boolean hasResultSet = cstmt.execute ();
            sample.latencyEnd ();
            String sb = resultSetsToString (cstmt, hasResultSet, out);
            return sb.getBytes (ENCODING);
        }
    }
    else if (UPDATE.equals (currentQueryType)) {
        try (Statement stmt = conn.createStatement ()) {
            setQueryTimeout (stmt, getIntegerQueryTimeout ());
            stmt.executeUpdate (getQuery ());
            sample.latencyEnd ();
            int updateCount = stmt.getUpdateCount ();
            String results = updateCount + "" updates"";
            return results.getBytes (ENCODING);
        }
    }
    else if (PREPARED_SELECT.equals (currentQueryType)) {
        try (PreparedStatement pstmt = getPreparedStatement (conn)) {
            setArguments (pstmt);
            configureMaxRows (pstmt);
            ResultSet rs = null;
            try {
                rs = pstmt.executeQuery ();
                sample.latencyEnd ();
                return getStringFromResultSet (rs).getBytes (ENCODING);
            } finally {
                close (rs);
            }
        }
    }
    else if (PREPARED_UPDATE.equals (currentQueryType)) {
        try (PreparedStatement pstmt = getPreparedStatement (conn)) {
            setArguments (pstmt);
            pstmt.executeUpdate ();
            sample.latencyEnd ();
            String sb = resultSetsToString (pstmt, false, null);
            return sb.getBytes (ENCODING);
        }
    }
    else if (ROLLBACK.equals (currentQueryType)) {
        conn.rollback ();
        sample.latencyEnd ();
        return ROLLBACK.getBytes (ENCODING);
    }
    else if (COMMIT.equals (currentQueryType)) {
        conn.commit ();
        sample.latencyEnd ();
        return COMMIT.getBytes (ENCODING);
    }
    else if (AUTOCOMMIT_FALSE.equals (currentQueryType)) {
        conn.setAutoCommit (false);
        sample.latencyEnd ();
        return AUTOCOMMIT_FALSE.getBytes (ENCODING);
    }
    else if (AUTOCOMMIT_TRUE.equals (currentQueryType)) {
        conn.setAutoCommit (true);
        sample.latencyEnd ();
        return AUTOCOMMIT_TRUE.getBytes (ENCODING);
    }
    else {
        throw new UnsupportedOperationException (""Unexpected query type: "" + currentQueryType);
    }
}",0,Violated,0.85,,0,Violated,0.9,,2,Compliant,0.75,,2,
systems/Projects/SolidLeaning/fitnesse/test/fitnesse/responders/WikiPageResponderTest.java:223-233,fitnesse,systems/Projects/SolidLeaning/fitnesse/test/fitnesse/responders/WikiPageResponderTest.java,223,233,11,testImportedPageIndication,"public void testImportedPageIndication () throws Exception {
    final WikiPage page = WikiPageUtil.addPage (root, PathParser.parse (""SamplePage""));
    final PageData data = page.getData ();
    final WikiImportProperty importProperty = new WikiImportProperty (""blah"");
    importProperty.addTo (data.getProperties ());
    page.commit (data);
    final String content = requestPage (""SamplePage"").getContent ();
    assertSubString (""<body class=\""imported\"">"", content);
}",1,Partial,0.55,"As a test method, this may be acceptable as a single scenario, but method-level cohesion depends on testing conventions and surrounding test structure.",2,Compliant,0.8,,1,Partial,0.6,Cannot determine from the method alone whether constructed/used types represent replaceable dependencies or simple domain/value objects.,4,needs_more_context
systems/Projects/junit5-main/platform-tests/src/test/java/org/junit/platform/launcher/core/LauncherDiscoveryRequestBuilderTests.java:228-235,junit5,systems/Projects/junit5-main/platform-tests/src/test/java/org/junit/platform/launcher/core/LauncherDiscoveryRequestBuilderTests.java,228,235,8,exceptionForIllegalFilterClass,"void exceptionForIllegalFilterClass () {
    Exception exception = assertThrows (PreconditionViolationException.class, () -> request ().filters (o -> excluded (""reason"")));
    assertThat (exception).hasMessageStartingWith (""Filter"");
    assertThat (exception).hasMessageEndingWith (""must implement EngineFilter, PostDiscoveryFilter, or DiscoveryFilter."");
}",2,Compliant,0.78,,2,Compliant,0.7,,2,Compliant,0.74,,6,
systems/Projects/junit5-main/platform-tests/src/test/java/org/junit/platform/launcher/core/LauncherConfigurationParametersTests.java:152-158,junit5,systems/Projects/junit5-main/platform-tests/src/test/java/org/junit/platform/launcher/core/LauncherConfigurationParametersTests.java,152,158,7,systemPropertyOverridesConfigFile,"void systemPropertyOverridesConfigFile () {
    System.setProperty (KEY, SYSTEM_PROPERTY);
    ConfigurationParameters configParams = fromMapAndFile (Map.of (), CONFIG_FILE_NAME);
    assertThat (configParams.get (KEY)).contains (SYSTEM_PROPERTY);
    assertThat (configParams.keySet ()).contains (KEY);
    assertThat (configParams.toString ()).contains (CONFIG_FILE);
}",2,Compliant,0.78,,2,Compliant,0.72,,1,Partial,0.55,"needs_more_context: As a test method, direct use of System properties may be acceptable; cannot determine whether fromMapAndFile introduces replaceable concrete dependencies.",5,needs_more_context
systems/Projects/struts-main/core/src/test/java/org/apache/struts2/views/jsp/ui/ComponentTest.java:233-265,struts,systems/Projects/struts-main/core/src/test/java/org/apache/struts2/views/jsp/ui/ComponentTest.java,233,265,33,testWithParam_clearTagStateSet,"public void testWithParam_clearTagStateSet () throws Exception {
    TestAction testAction = (TestAction) action;
    testAction.setFoo (""bar"");
    ComponentTag tag = new ComponentTag ();
    tag.setPerformClearTagStateForTagPoolingServers (true);
    tag.setPageContext (pageContext);
    tag.setLabel (""mylabel"");
    tag.setName (""myname"");
    tag.setValue (""foo"");
    tag.setTheme (""test"");
    tag.setTemplate (""Component"");
    tag.doStartTag ();
    setComponentTagClearTagState (tag, true);
    tag.getComponent ().addParameter (""hello"", ""world"");
    tag.getComponent ().addParameter (""argle"", ""bargle"");
    tag.getComponent ().addParameter (""glip"", ""glop"");
    tag.getComponent ().addParameter (""array"", new String [] {""a"", ""b"", ""c""});
    tag.getComponent ().addParameter (""objClass"", tag.getClass ().getName ());
    tag.doEndTag ();
    verify (ComponentTag.class.getResource (""Component-param.txt""));
    ComponentTag freshTag = new ComponentTag ();
    freshTag.setPerformClearTagStateForTagPoolingServers (true);
    freshTag.setPageContext (pageContext);
    assertTrue (""Tag state after doEndTag() and explicit tag state clearing is inequal to new Tag with pageContext/parent set.  "" + ""May indicate that clearTagStateForTagPoolingServers() calls are not working properly."", strutsBodyTagsAreReflectionEqual (tag, freshTag));
}",2,Compliant,0.78,,2,Compliant,0.7,,1,Partial,0.55,"In a test method, direct instantiation may be acceptable, but method-level signal shows coupling to concrete ComponentTag; cannot determine broader injection/abstraction context.",5,needs_more_context
systems/Projects/SolidLeaning/fitnesse/test/fitnesse/wikitext/parser/WikiTranslatorTest.java:23-27,fitnesse,systems/Projects/SolidLeaning/fitnesse/test/fitnesse/wikitext/parser/WikiTranslatorTest.java,23,27,5,DefineVariableInAliasIsPreserved,"public void DefineVariableInAliasIsPreserved () throws Exception {
    String content = ""[[${a}][${b}]]"";
    String newContent = ParserTestHelper.roundTrip (new TestSourcePage (), content);
    assertEquals (content, newContent);
}",2,Compliant,0.78,,2,Compliant,0.7,,1,Partial,0.55,needs_more_context,5,needs_more_context
